displayName,appID,createdDateTime,identifierUris
"AML Inferencing Frontdoor-Ext","81ec7e91-4022-42d6-9f1d-1d8e9c0f09ba","2026-08-30T20:04:55.124Z","api://AML Inferencing Frontdoor-Ext-81ec7e91"
"MaintenanceResourceProvider-Ext","a6acc8e6-0b94-4982-b6cf-f6408d819422","2026-08-30T20:04:55.215Z","api://MaintenanceResourceProvider-Ext-a6acc8e6"
"Microsoft Partner Center-Ext","59a0e528-a695-4e62-b9ff-dbf2e615a4af","2026-08-30T20:04:55.268Z","api://Microsoft Partner Center-Ext-59a0e528"
"MCAPI Authorization Prod-Ext","9c5d2360-6023-4113-93f5-a9ca3504ecaf","2026-08-30T20:04:55.318Z","api://MCAPI Authorization Prod-Ext-9c5d2360"
"Azure AI Supercomputer-Ext","a4e1e531-10ae-48a7-8b2a-6a179a4595c3","2026-08-30T20:04:55.398Z","api://Azure AI Supercomputer-Ext-a4e1e531"
"SQLVMResourceProviderAuth-Ext","06fde4a0-560b-49e1-93d6-a08a82d1411d","2026-08-30T20:04:55.425Z","api://SQLVMResourceProviderAuth-Ext-06fde4a0"
"Microsoft.SecurityDevOps Resource Provider-Ext","c53f7f0c-4381-454b-9bf9-b89d0ee481fc","2026-08-30T20:04:55.561Z","api://Microsoft.SecurityDevOps Resource Provider-Ext-c53f7f0c"
"O365 Secure Score-Ext","ffa8291b-14a6-40a8-8136-76c02ca4a965","2026-08-30T20:04:55.618Z","api://O365 Secure Score-Ext-ffa8291b"
"MicrosoftOffAzureApp-Ext","0d2b2e56-f1d6-4b44-9508-7d34b4c9ea09","2026-08-30T20:04:55.656Z","api://MicrosoftOffAzureApp-Ext-0d2b2e56"
"Azure Arc Data Services-Ext","3bdd0189-7710-403c-87aa-cdf89d945acb","2026-08-30T20:04:55.704Z","api://Azure Arc Data Services-Ext-3bdd0189"
"O365 Secure Score-Ext","27fc1085-b40a-4709-947c-546e5f517041","2026-08-30T20:04:55.749Z","api://O365 Secure Score-Ext-27fc1085"
"Marketplace Reviews-Ext","9b8482a9-71ce-4a58-a0bd-9b134a379163","2026-08-30T20:04:55.764Z","api://Marketplace Reviews-Ext-9b8482a9"
"Access IoT Hub Device Provisioning Service-Ext","12fd7794-7609-4bfb-b935-e467652673f1","2026-08-30T20:04:55.863Z","api://Access IoT Hub Device Provisioning Service-Ext-12fd7794"
"Domain Controller Services-Ext","fb1fedc0-9150-4e1d-a398-126af15f08e5","2026-08-30T20:04:55.938Z","api://Domain Controller Services-Ext-fb1fedc0"
"Skype for Business Online-Ext","e059b788-24f0-426f-952a-7bdb16947542","2026-08-30T20:04:55.989Z","api://Skype for Business Online-Ext-e059b788"
"Azure Graph-Ext","d5b84144-b877-44dc-a7fc-f3c7c32722a5","2026-08-30T20:04:56.081Z","api://Azure Graph-Ext-d5b84144"
"CMAT-Ext","ea5b486f-c3d0-4446-8d97-1def42a1ac03","2026-08-30T20:04:56.226Z","api://CMAT-Ext-ea5b486f"
"Bot Service Token Store-Ext","773af238-c7fb-482e-bdf2-5eca7c255b73","2026-08-30T20:04:56.295Z","api://Bot Service Token Store-Ext-773af238"
"Office Online Service LEGACY-Ext","32d3306e-2e84-4f25-bb6e-5dd5450f69a5","2026-08-30T20:04:56.370Z","api://Office Online Service LEGACY-Ext-32d3306e"
"Domain Controller Services-Ext","4300b24f-c89a-4b3c-89c1-319e1948575b","2026-08-30T20:04:56.401Z","api://Domain Controller Services-Ext-4300b24f"
"Compute Artifacts Publishing Service-Ext","477b603c-2929-442a-8ada-6ed56d754fbc","2026-08-30T20:04:56.502Z","api://Compute Artifacts Publishing Service-Ext-477b603c"
"Microsoft Graph-Ext","eeada344-3748-4cf0-a837-40f2df3bf0a1","2026-08-30T20:04:56.603Z","api://Microsoft Graph-Ext-eeada344"
"Hybrid Connectivity RP-Ext","eed3ee85-f1ad-4b9e-9f43-293197206cab","2026-08-30T20:04:56.616Z","api://Hybrid Connectivity RP-Ext-eed3ee85"
"Intune CMDeviceService-Ext","5f912eda-5978-400e-a70d-c91ebd60136f","2026-08-30T20:04:56.700Z","api://Intune CMDeviceService-Ext-5f912eda"
"MS-PIM-Ext","d4e43cc3-eda0-4c08-b26f-4ef40df27c34","2026-08-30T20:04:56.717Z","api://MS-PIM-Ext-d4e43cc3"
"WindowsUpdate-Service-Ext","d748d821-5986-4a08-a1a0-fba17c4abed2","2026-08-30T20:04:56.737Z","api://WindowsUpdate-Service-Ext-d748d821"
"M365 Admin Services-Ext","abdeb8b6-0cdc-4375-8ad0-123dabf0a38e","2026-08-30T20:04:56.756Z","api://M365 Admin Services-Ext-abdeb8b6"
"ideaIU-213.6777.52 (2022_03_10 08_50_24 UTC)-Ext","3124d7de-8de1-4e21-a701-3eca24abb34d","2026-08-30T20:04:56.776Z","api://ideaIU-213.6777.52 (2022_03_10 08_50_24 UTC)-Ext-3124d7de"
"Hybrid Connectivity RP-Ext","001c8747-73ae-4237-9778-7ba676b200e2","2026-08-30T20:04:56.869Z","api://Hybrid Connectivity RP-Ext-001c8747"
"Terraform Enterprise-Ext","952af2ee-2007-4067-9098-d2f6de2c4155","2026-08-30T20:04:56.958Z","api://Terraform Enterprise-Ext-952af2ee"
"Microsoft AppSource-Ext","b7814332-34a7-46e2-b32b-294dc6e59fda","2026-08-30T20:04:57.008Z","api://Microsoft AppSource-Ext-b7814332"
"Azure SQL Managed Instance to Azure AD Resource Provider-Ext","b4fc1c10-c388-4ca8-9f19-7501f6452df1","2026-08-30T20:04:57.051Z","api://Azure SQL Managed Instance to Azure AD Resource Provider-Ext-b4fc1c10"
"WordPress.com-Ext","6cd758d6-222f-40cd-9f35-2e9121cb2af2","2026-08-30T20:04:57.075Z","api://WordPress.com-Ext-6cd758d6"
"Intune SidecarService ConfidentialClient-Ext","0ec9a051-67df-46a1-8e47-f6f456da7ade","2026-08-30T20:04:57.094Z","api://Intune SidecarService ConfidentialClient-Ext-0ec9a051"
"Meru19 MySQL First Party App-Ext","d8c66469-3937-4dd8-a449-ac6649586a80","2026-08-30T20:04:57.112Z","api://Meru19 MySQL First Party App-Ext-d8c66469"
"Microsoft.IndustryDataLifeCycle-Ext","11fb51e6-1dd5-47f6-8918-ec8131b79fbf","2026-08-30T20:04:57.136Z","api://Microsoft.IndustryDataLifeCycle-Ext-11fb51e6"
"James-Ext","9cc37ac0-cabc-4787-8db7-c7805c82c9d9","2026-08-30T20:04:57.153Z","api://James-Ext-9cc37ac0"
"Microsoft.BareBoneClusterService-Ext","6571cae4-8aea-474b-9761-4010c0ff0ec5","2026-08-30T20:04:57.207Z","api://Microsoft.BareBoneClusterService-Ext-6571cae4"
"Azure Maps Resource Provider-Ext","139539f1-16a5-41d0-97d1-b1a9e511153b","2026-08-30T20:04:57.237Z","api://Azure Maps Resource Provider-Ext-139539f1"
"ClusterConfigToAKS-Ext","dfef1143-b5cb-4290-959c-06f23d409186","2026-08-30T20:04:57.277Z","api://ClusterConfigToAKS-Ext-dfef1143"
"M365DataAtRestEncryption-Ext","de5891b9-6d67-42b1-ad36-a4aeb09c30bc","2026-08-30T20:04:57.327Z","api://M365DataAtRestEncryption-Ext-de5891b9"
"Microsoft Rights Management Services-Ext","6f8db879-7118-4a7a-834a-06dc95dfa2f3","2026-08-30T20:04:57.391Z","api://Microsoft Rights Management Services-Ext-6f8db879"
"Azure Compute-Ext","91db93d7-1a06-46e9-a21e-ad28330938d0","2026-08-30T20:04:57.454Z","api://Azure Compute-Ext-91db93d7"
"Azure Notification Service-Ext","d30eb3f4-e527-4c23-ba67-4e37bd166b33","2026-08-30T20:04:57.533Z","api://Azure Notification Service-Ext-d30eb3f4"
"Azure Container Registry-Ext","35d6d6dd-3990-4407-9ff1-33ad2f333558","2026-08-30T20:04:57.567Z","api://Azure Container Registry-Ext-35d6d6dd"
"Azure Monitor Control Service-Ext","d692e291-4805-4af7-b0f4-913a413bc61d","2026-08-30T20:04:57.627Z","api://Azure Monitor Control Service-Ext-d692e291"
"Custom Locations RP-Ext","3bf5a827-64d8-48e4-ad0d-36e05ec44df1","2026-08-30T20:04:57.767Z","api://Custom Locations RP-Ext-3bf5a827"
"Azure Spring Cloud Resource Provider-Ext","1b38e8f2-6d72-4584-8afa-777c116b5b6b","2026-08-30T20:04:57.838Z","api://Azure Spring Cloud Resource Provider-Ext-1b38e8f2"
"Skype for Business Online-Ext","2bc8bd5d-347a-4404-aab3-91a4800b9c10","2026-08-30T20:04:57.962Z","api://Skype for Business Online-Ext-2bc8bd5d"
"Microsoft Azure AD Identity Protection-Ext","36ed34fd-8ab2-47f2-bc2b-bb4ac95b3449","2026-08-30T20:04:58.009Z","api://Microsoft Azure AD Identity Protection-Ext-36ed34fd"
"Microsoft Intune IW Service-Ext","4db5bcde-8a47-4d21-8da1-c6b9b0b5a0ab","2026-08-30T20:04:58.034Z","api://Microsoft Intune IW Service-Ext-4db5bcde"
"Azure Machine Learning Singularity-Ext","6620b737-ba66-4c97-9e6a-52bb09990f69","2026-08-30T20:04:58.089Z","api://Azure Machine Learning Singularity-Ext-6620b737"
"Networking-MNC-Ext","d7d716e3-d6d0-4f10-8ffe-a4802a3f746a","2026-08-30T20:04:58.108Z","api://Networking-MNC-Ext-d7d716e3"
"Compute Artifacts Publishing Service-Ext","e62a8ca1-34fc-4b68-b5c1-0e46422bc2fc","2026-08-30T20:04:58.143Z","api://Compute Artifacts Publishing Service-Ext-e62a8ca1"
"Track em-Ext","28a156f6-fa54-4aea-a6b1-ae05ecc2b6c7","2026-08-30T20:04:58.162Z","api://Track em-Ext-28a156f6"
"Azure SQL Database Backup To Azure Backup Vault-Ext","4caacfcc-27b5-467b-b472-118ae24f7656","2026-08-30T20:04:58.250Z","api://Azure SQL Database Backup To Azure Backup Vault-Ext-4caacfcc"
"James-ocallaghan-Private-bank-Ext","c8f47e26-ebaf-41d9-b7fb-bec7e0e49903","2026-08-30T20:04:58.317Z","api://James-ocallaghan-Private-bank-Ext-c8f47e26"
"Azure Virtual Desktop Client-Ext","33af0ede-71dc-4e58-b8ce-582f4ba1dfea","2026-08-30T20:04:58.332Z","api://Azure Virtual Desktop Client-Ext-33af0ede"
"Microsoft Windows AutoPilot Service API-Ext","21c6e9b2-31e1-4241-b646-ecb14a65d5fa","2026-08-30T20:04:58.366Z","api://Microsoft Windows AutoPilot Service API-Ext-21c6e9b2"
"Azure MFA StrongAuthenticationService-Ext","4dbd4fe8-3e5c-4f87-b8d0-b015426b90e8","2026-08-30T20:04:58.408Z","api://Azure MFA StrongAuthenticationService-Ext-4dbd4fe8"
"Azure OSSRDBMS Database-Ext","65063c2e-a8a3-4f97-9e2f-fc8b285987f0","2026-08-30T20:04:58.439Z","api://Azure OSSRDBMS Database-Ext-65063c2e"
"aciapi-Ext","104aecab-36de-46d6-90fb-61ac6a9afa2f","2026-08-30T20:04:58.513Z","api://aciapi-Ext-104aecab"
"Liftr Confluent RPaaS-Ext","0a9f382c-0bbf-4491-8e92-5f976ed8e915","2026-08-30T20:04:58.555Z","api://Liftr Confluent RPaaS-Ext-0a9f382c"
"Adobe Identity Management-Ext","986ab382-6578-426e-a6c9-3a75892d9873","2026-08-30T20:04:58.637Z","api://Adobe Identity Management-Ext-986ab382"
"Terraform Enterprise-Ext","ddfb0f76-1557-483c-b538-81926cd4fdfa","2026-08-30T20:04:58.682Z","api://Terraform Enterprise-Ext-ddfb0f76"
"Microsoft Office 365 Portal-Ext","59cf5136-7beb-4fcc-8925-d4303a1cf987","2026-08-30T20:04:58.722Z","api://Microsoft Office 365 Portal-Ext-59cf5136"
"owners-Ext","b2a866d3-8656-4d36-9811-491c845b2dc0","2026-08-30T20:04:58.776Z","api://owners-Ext-b2a866d3"
"SubscriptionRP-Ext","04922761-21b5-439d-b885-2e3a8ee05243","2026-08-30T20:04:58.840Z","api://SubscriptionRP-Ext-04922761"
"TenantSearchProcessors-Ext","65c39e21-13fa-4baf-943f-f99889278d6b","2026-08-30T20:04:58.854Z","api://TenantSearchProcessors-Ext-65c39e21"
"WindowsDefenderATP-Ext","4c2d9a98-0a2a-4437-aafb-474c2c9ac09c","2026-08-30T20:04:58.928Z","api://WindowsDefenderATP-Ext-4c2d9a98"
"Microsoft.SMIT-Ext","f03e180e-364b-45ba-80c2-8571e676e65c","2026-08-30T20:04:58.974Z","api://Microsoft.SMIT-Ext-f03e180e"
"Microsoft.IoTFirmwareDefense-Ext","c382e2c0-3ba8-4d2a-982a-03302473fd8b","2026-08-30T20:04:59.042Z","api://Microsoft.IoTFirmwareDefense-Ext-c382e2c0"
"Microsoft.StorageSync-Ext","e8766d19-2761-42c6-8db4-a13fbe3bb1bb","2026-08-30T20:04:59.107Z","api://Microsoft.StorageSync-Ext-e8766d19"
"Lexis.com-Ext","91f7c574-b77f-4b09-972d-3f6b3d85ee94","2026-08-30T20:04:59.189Z","api://Lexis.com-Ext-91f7c574"
"Windows Azure Security Resource Provider-Ext","67ae79f6-ceeb-4c54-9435-04aac6d45cd8","2026-08-30T20:04:59.244Z","api://Windows Azure Security Resource Provider-Ext-67ae79f6"
"Managed Service-Ext","d49642f5-ecf9-4a71-b652-3fc732f34640","2026-08-30T20:04:59.261Z","api://Managed Service-Ext-d49642f5"
"Microsoft Visual Studio Services API-Ext","5db36662-dbda-4355-8322-65b327f4876d","2026-08-30T20:04:59.337Z","api://Microsoft Visual Studio Services API-Ext-5db36662"
"Citrix ShareFile-Ext","538c4a7b-730c-4544-b314-22217965dff8","2026-08-30T20:04:59.413Z","api://Citrix ShareFile-Ext-538c4a7b"
"ASA Curation Web Tool-Ext","78d90578-b87b-46dd-81f6-16b18a68633b","2026-08-30T20:04:59.457Z","api://ASA Curation Web Tool-Ext-78d90578"
"Azure Maps-Ext","63eb2fa1-fefa-40e4-b5e6-7c8aeba8b76b","2026-08-30T20:04:59.493Z","api://Azure Maps-Ext-63eb2fa1"
"spring-boot-complete-1649734694672-Ext","1aa905f1-891a-45bf-a5fe-3b6f5270af58","2026-08-30T20:04:59.529Z","api://spring-boot-complete-1649734694672-Ext-1aa905f1"
"Device Registration Service-Ext","a12c445b-405c-4581-8de1-52d05583fcf8","2026-08-30T20:04:59.643Z","api://Device Registration Service-Ext-a12c445b"
"all-Ext","2aa74905-016a-424b-815e-c7e366e5b1cb","2026-08-30T20:04:59.667Z","api://all-Ext-2aa74905"
"Azure SQL Database-Ext","0e04a9f0-5813-40be-a3c7-b7f6cc5c35d5","2026-08-30T20:04:59.752Z","api://Azure SQL Database-Ext-0e04a9f0"
"all-Ext","96293197-ae18-4931-becf-79dedb997124","2026-08-30T20:04:59.780Z","api://all-Ext-96293197"
"xml-Ext","6ee5bbff-b8d1-4153-a5d7-571b14c81b0f","2026-08-30T20:04:59.800Z","api://xml-Ext-6ee5bbff"
"Azure Managed DNC-Ext","01dc20e8-65bf-4a74-ace1-12ab0d066b61","2026-08-30T20:04:59.853Z","api://Azure Managed DNC-Ext-01dc20e8"
"Managed Service-Ext","9d9c25a6-351d-49d8-8d41-61c08d72fa57","2026-08-30T20:04:59.906Z","api://Managed Service-Ext-9d9c25a6"
"Azure Resource Graph-Ext","989a0aa2-8151-4a11-87ba-c1596bf8e0bb","2026-08-30T20:04:59.980Z","api://Azure Resource Graph-Ext-989a0aa2"
"Group Configuration Processor-Ext","c1061df3-2793-4c0d-ab9a-d05f4403fbc3","2026-08-30T20:05:00.084Z","api://Group Configuration Processor-Ext-c1061df3"
"Azure Multi-Factor Auth Connector-Ext","2fc0a544-5824-4958-a0a8-80c4112424dc","2026-08-30T20:05:00.104Z","api://Azure Multi-Factor Auth Connector-Ext-2fc0a544"
"ViewPoint-Ext","bff9bad2-ac35-45bc-9194-721adbf23d28","2026-08-30T20:05:00.148Z","api://ViewPoint-Ext-bff9bad2"
"Microsoft Discovery Service-Ext","b3075de7-9f2c-484e-ae00-8e388e08b6f2","2026-08-30T20:05:00.215Z","api://Microsoft Discovery Service-Ext-b3075de7"
"Azure Multi-Factor Auth Client-Ext","e4d1d2e4-8c02-4828-8717-33dd04124934","2026-08-30T20:05:00.300Z","api://Azure Multi-Factor Auth Client-Ext-e4d1d2e4"
"Azure Machine Learning Services-Ext","d445e17c-8f1b-47b2-85da-56a1ded8b4d6","2026-08-30T20:05:00.380Z","api://Azure Machine Learning Services-Ext-d445e17c"
"Azure Backup NRP Application-Ext","bf22757d-c0af-45d7-8d49-19dec94174f4","2026-08-30T20:05:00.425Z","api://Azure Backup NRP Application-Ext-bf22757d"
"HubSpot Sales-Ext","7de5876b-1b39-42f8-a430-73c01e82f748","2026-08-30T20:05:00.536Z","api://HubSpot Sales-Ext-7de5876b"
"Microsoft.AgFoodPlatform-Ext","0c856e46-d200-42fc-93e4-b1e0c2f564ae","2026-08-30T20:05:00.650Z","api://Microsoft.AgFoodPlatform-Ext-0c856e46"
"Microsoft Approval Management-Ext","4a4b094d-52ad-48bf-834b-f6bee8c5da92","2026-08-30T20:05:00.694Z","api://Microsoft Approval Management-Ext-4a4b094d"
"Yggdrasil-Ext","66d553b0-feb6-413c-9ba4-7a762aa67566","2026-08-30T20:05:00.730Z","api://Yggdrasil-Ext-66d553b0"
"Fluid Relay Service-Ext","ef9f5c30-5226-48af-b5c3-68ff4b4236b9","2026-08-30T20:05:00.767Z","api://Fluid Relay Service-Ext-ef9f5c30"
"Microsoft Monitoring Account Management-Ext","3605de41-108f-43fc-9464-b7e5452500e6","2026-08-30T20:05:00.797Z","api://Microsoft Monitoring Account Management-Ext-3605de41"
"Azure Workloads Insight Service-Ext","e6b46100-e135-4ca5-823e-761728a56898","2026-08-30T20:05:00.860Z","api://Azure Workloads Insight Service-Ext-e6b46100"
"Azure Key Vault Managed HSM Key Governance Service-Ext","72bceaec-8563-46a5-afb0-59f795eb06ea","2026-08-30T20:05:00.926Z","api://Azure Key Vault Managed HSM Key Governance Service-Ext-72bceaec"
"Microsoft Intune Enrollment-Ext","1ed0aa0e-07d9-4516-aab1-50811abc3142","2026-08-30T20:05:00.957Z","api://Microsoft Intune Enrollment-Ext-1ed0aa0e"
"Microsoft Azure Authorization Resource Provider-Ext","69f50ff2-6509-4a05-9175-f252d00a1202","2026-08-30T20:05:00.999Z","api://Microsoft Azure Authorization Resource Provider-Ext-69f50ff2"
"Fidalgo Dev Portal Public-Ext","a74b2f76-57b0-439d-81fc-77774159be90","2026-08-30T20:05:01.017Z","api://Fidalgo Dev Portal Public-Ext-a74b2f76"
"Microsoft Operations Management Suite-Ext","a5a7fd8b-bf86-451e-be1a-d8533d8ece76","2026-08-30T20:05:01.030Z","api://Microsoft Operations Management Suite-Ext-a5a7fd8b"
"AzureQuantum-Ext","0d60168d-76da-47f3-b434-280655767dde","2026-08-30T20:05:01.101Z","api://AzureQuantum-Ext-0d60168d"
"MicrosoftMigrateProject-Ext","86e09898-cc2e-4251-b117-ae3b1f0046a8","2026-08-30T20:05:01.156Z","api://MicrosoftMigrateProject-Ext-86e09898"
"Office 365 Configure-Ext","45534080-652f-47a2-9c12-93fb14f9dbe4","2026-08-30T20:05:01.208Z","api://Office 365 Configure-Ext-45534080"
"Liftr-DT-FPA-ARM-AME-Ext","f62af7dd-7756-4d16-92ca-33af8fcf3a21","2026-08-30T20:05:01.261Z","api://Liftr-DT-FPA-ARM-AME-Ext-f62af7dd"
"IPSubstrate-Ext","cd9d611a-2fc6-466f-868a-c613e35bdf8f","2026-08-30T20:05:01.322Z","api://IPSubstrate-Ext-cd9d611a"
"Marketplace SaaS v2-Ext","8b5706dd-b599-486e-baef-8efbd3597857","2026-08-30T20:05:01.374Z","api://Marketplace SaaS v2-Ext-8b5706dd"
"Azure Application Change Service-Ext","1afef7b7-e75a-4cc2-b77d-0a52600beb9c","2026-08-30T20:05:01.413Z","api://Azure Application Change Service-Ext-1afef7b7"
"Liftr-SW-FPA-ARM-AME-Ext","33dff823-517e-4c0e-a732-a6523485d1f7","2026-08-30T20:05:01.467Z","api://Liftr-SW-FPA-ARM-AME-Ext-33dff823"
"Microsoft.EventHubs-Ext","bade6f56-4ce8-44db-a271-0c562edfc7ef","2026-08-30T20:05:01.540Z","api://Microsoft.EventHubs-Ext-bade6f56"
"Microsoft Intune API-Ext","15ef27ce-f7b9-462f-b720-e46a2c27073c","2026-08-30T20:05:01.615Z","api://Microsoft Intune API-Ext-15ef27ce"
"PowerApps Service-Ext","d87e7c34-c944-4cb9-b4a8-53baea6895a1","2026-08-30T20:05:01.750Z","api://PowerApps Service-Ext-d87e7c34"
"Mdm-Ext","38d0c6b0-6f48-4aa2-bb0b-9fe6cfaa692e","2026-08-30T20:05:01.792Z","api://Mdm-Ext-38d0c6b0"
"Service Bus MSI App-Ext","a9dab4d4-77c0-48b3-8d80-3690a8d0f723","2026-08-30T20:05:01.845Z","api://Service Bus MSI App-Ext-a9dab4d4"
"Microsoft.WindowsESU Resource Provider-Ext","9127d58f-2f08-4585-878e-fb21097b7f23","2026-08-30T20:05:01.889Z","api://Microsoft.WindowsESU Resource Provider-Ext-9127d58f"
"Azure Virtual Desktop Client-Ext","9cb34198-bfc9-4423-8ce3-496a1d04a69c","2026-08-30T20:05:01.925Z","api://Azure Virtual Desktop Client-Ext-9cb34198"
"ASE-Arc-Integration-Ext","1dedf5b5-c887-488e-995c-72c7d220bc7a","2026-08-30T20:05:01.937Z","api://ASE-Arc-Integration-Ext-1dedf5b5"
"AzureDataCatalog-Ext","5c1bcf00-1a9a-4239-a159-001f2b1373d8","2026-08-30T20:05:02.070Z","api://AzureDataCatalog-Ext-5c1bcf00"
"Microsoft Intune Checkin-Ext","af7ac9dd-36ee-49d3-bb2b-0dc1d7427898","2026-08-30T20:05:02.151Z","api://Microsoft Intune Checkin-Ext-af7ac9dd"
"PROD Microsoft Defender For Cloud XDR-Ext","a7b9dac9-0aa3-45ae-9e42-371104ad56eb","2026-08-30T20:05:02.202Z","api://PROD Microsoft Defender For Cloud XDR-Ext-a7b9dac9"
"Azure Compute-Ext","ca91ae84-2c9b-4840-b5d5-803eb2694122","2026-08-30T20:05:02.238Z","api://Azure Compute-Ext-ca91ae84"
"aciapi-Ext","ebabcd40-c194-4ff9-8a0b-78e5025a7096","2026-08-30T20:05:02.320Z","api://aciapi-Ext-ebabcd40"
"Storage Resource Provider-Ext","563a5b82-42c6-49df-b98f-104819e9a1e4","2026-08-30T20:05:02.384Z","api://Storage Resource Provider-Ext-563a5b82"
"Azure Monitor for VMs-Ext","0b305e18-1214-43fa-b4bd-d8b0e3817e87","2026-08-30T20:05:02.549Z","api://Azure Monitor for VMs-Ext-0b305e18"
"Azns AAD Webhook-Ext","b00f0e9f-965c-4ed7-9365-56ad485026eb","2026-08-30T20:05:02.586Z","api://Azns AAD Webhook-Ext-b00f0e9f"
"Liftr-LZ-FPA-WW1-AME-Ext","f80ee5c2-98ca-4e65-acff-b6a9519a9649","2026-08-30T20:05:02.643Z","api://Liftr-LZ-FPA-WW1-AME-Ext-f80ee5c2"
"OfficeServicesManager-Ext","d8c679ce-ca88-451c-8d71-2d664523e696","2026-08-30T20:05:02.703Z","api://OfficeServicesManager-Ext-d8c679ce"
"MDATPNetworkScanAgent-Ext","7c02d568-5d45-4b98-9ef9-d3dcae2c39ba","2026-08-30T20:05:02.738Z","api://MDATPNetworkScanAgent-Ext-7c02d568"
"MicrosoftAutomanaged-Ext","d866ac50-3044-460a-aee0-4800bd8e4d72","2026-08-30T20:05:02.764Z","api://MicrosoftAutomanaged-Ext-d866ac50"
"ACR-Tasks-Network-Ext","6b711666-aec2-4d33-b74c-22ee5fd1c254","2026-08-30T20:05:02.861Z","api://ACR-Tasks-Network-Ext-6b711666"
"Microsoft Solution Providers-Ext","7d7ee5c3-8c5e-441f-97eb-bf0d3d8b314e","2026-08-30T20:05:02.936Z","api://Microsoft Solution Providers-Ext-7d7ee5c3"
"Azure Container Registry-Ext","6146ff4a-44d0-45e0-b839-5e7f27eda436","2026-08-30T20:05:02.988Z","api://Azure Container Registry-Ext-6146ff4a"
"Azure Machine Learning-Ext","88368e8f-47ef-4cb8-b326-4aa2f832323a","2026-08-30T20:05:03.081Z","api://Azure Machine Learning-Ext-88368e8f"
"Microsoft B2B Admin Worker-Ext","d5695a5d-f132-4e4e-968b-fd84d99a1a30","2026-08-30T20:05:03.121Z","api://Microsoft B2B Admin Worker-Ext-d5695a5d"
"Microsoft Support Diagnostics-Ext","e5237d7a-e3c9-46a7-b95d-eff2194db0b9","2026-08-30T20:05:03.232Z","api://Microsoft Support Diagnostics-Ext-e5237d7a"
"Policy Administration Service-Ext","4c583ffe-7742-4aa7-a6d4-7052a0ea4ee0","2026-08-30T20:05:03.268Z","api://Policy Administration Service-Ext-4c583ffe"
"HanaOnAzureResourceProvider-Ext","542378b9-4ba3-487b-bf43-0a10a712acee","2026-08-30T20:05:03.324Z","api://HanaOnAzureResourceProvider-Ext-542378b9"
"Microsoft Defender for Cloud Pricing Resource Provider-Ext","555bb227-9614-466f-a168-56f00bbe1c26","2026-08-30T20:05:03.367Z","api://Microsoft Defender for Cloud Pricing Resource Provider-Ext-555bb227"
"RPSaaS MetaRP for Wandisco.Fusion-Ext","c12280be-159c-4abf-a6f0-a4139296d700","2026-08-30T20:05:03.387Z","api://RPSaaS MetaRP for Wandisco.Fusion-Ext-c12280be"
"Azure Search Management-Ext","e2553a0f-ddf4-458d-9dd7-b59753245102","2026-08-30T20:05:03.447Z","api://Azure Search Management-Ext-e2553a0f"
"Azure Device Update-Ext","06dc69de-221d-4f91-958b-d74c2f48aab6","2026-08-30T20:05:03.475Z","api://Azure Device Update-Ext-06dc69de"
"Cortana at Work Service-Ext","6c96c0ef-be57-4784-bd82-506beec71162","2026-08-30T20:05:03.521Z","api://Cortana at Work Service-Ext-6c96c0ef"
"ClusterConfigToArcZone-Ext","0b2a20a6-8eef-44a0-a415-08dcf0fa7d4d","2026-08-30T20:05:03.556Z","api://ClusterConfigToArcZone-Ext-0b2a20a6"
"Mobile Edge Compute and Mobile Networking Surrogate-Ext","996962d9-59b9-4b8e-9dc6-49ecd479e7a2","2026-08-30T20:05:03.604Z","api://Mobile Edge Compute and Mobile Networking Surrogate-Ext-996962d9"
"Azure SQL Virtual Network to Network Resource Provider-Ext","d670b90e-b84a-4ec2-ba8e-f6ec6d0ac53d","2026-08-30T20:05:03.655Z","api://Azure SQL Virtual Network to Network Resource Provider-Ext-d670b90e"
"Microsoft Exchange Online Protection-Ext","8c19fc09-2fa6-4ea2-a8b6-9dce0bb20768","2026-08-30T20:05:03.723Z","api://Microsoft Exchange Online Protection-Ext-8c19fc09"
"Marketplace Caps API-Ext","c9b49059-9017-494d-b50a-93cc5bab658a","2026-08-30T20:05:03.794Z","api://Marketplace Caps API-Ext-c9b49059"
"DeploymentScheduler-Ext","21a88b6e-252a-4a04-9f35-199765883149","2026-08-30T20:05:03.888Z","api://DeploymentScheduler-Ext-21a88b6e"
"Hybrid RP Application-Ext","a48484cc-92a3-4133-8068-37b24eb51550","2026-08-30T20:05:03.960Z","api://Hybrid RP Application-Ext-a48484cc"
"Spool-Resource-Provider-Ext","bb6c512e-1cc0-4f70-aff3-1a24eb3c78e2","2026-08-30T20:05:03.979Z","api://Spool-Resource-Provider-Ext-bb6c512e"
"Microsoft Developer Network (MSDN)-Ext","f2b5b11e-2a14-48ba-945f-8751b23aae8b","2026-08-30T20:05:04.016Z","api://Microsoft Developer Network (MSDN)-Ext-f2b5b11e"
"Managed Disks Resource Provider-Ext","73e7423b-6bdb-49f7-bb6a-4d0e14cbabf0","2026-08-30T20:05:04.062Z","api://Managed Disks Resource Provider-Ext-73e7423b"
"Azure ESTS Service-Ext","e07663af-cd66-4213-870e-6ab156b677ca","2026-08-30T20:05:04.151Z","api://Azure ESTS Service-Ext-e07663af"
